participantNo,inputType,trialNo,triad,msg,spagCorrect,correctMsg,gMsg
9,Speech,19,"crying.png,youngman.png,santa.png",The young boy cried when he found out his dad was Santa Claus,The young boy cried when he found out his dad was Santa Claus,The young boy cried when he found out his dad was Santa Claus,
9,Speech,20,"house.png,Friends.png,mug.png",The kids threw hot chocolate on the house that gave them no candy,The kids threw hot chocolate on the house that gave them no candy,The kids threw hot chocolate on the house that gave them no candy,
10,Speech,1,"swings.png,crying.png,raincloud.png",The boy was crying because it was raining and he couldn't play,"The boy was crying because it was raining, and he couldn't play",The boy was crying because it was raining and he couldn't play,
10,Speech,2,"boy.png,boat.png,cat.png",The boys took his cat on the ship,The boys took his cat on the ship,The boys took his cat on the ship,
10,Speech,3,"sun.png,house.png,baby.png",The baby looked happy in the pink house and it was sunny outside,The baby looked happy in the pink house and it was sunny outside,The baby looked happy in the pink house and it was sunny outside,
10,Speech,4,"doctor.png,plane.png,boy.png",The boy and the doctor took a plane trip,The boy and the doctor took a plane trip,The boy and the doctor took a plane trip,
10,Speech,5,"house.png,Friends.png,mug.png",They met at the pink house for coffee,They met at the pink house for coffee,They met at the pink house for coffee,
10,Speech,6,"baby.png,iPhone4.png,man.png",The baby is watching cartoons on the iPhone,The baby is watching cartoons on the iPhone,The baby is watching cartoons on the iPhone,
10,Speech,7,"brocoli.png,hotdog.png,woman.png",The woman had hot dogs and broccoli for lunch,The woman had hot dogs and broccoli for lunch,The woman had hot dogs and broccoli for lunch,
10,Speech,8,"teddybear.png,money.png,Friends.png",The group of friends bought the teddy bear for $1000000,The group of friends bought the teddy bear for $1000000,The group of friends bought the teddy bear for $1000000,
10,Speech,9,"swings.png,money.png,momandbaby.png",The woman was charged $10 for using the swing,The woman was charged $10 for using the swing,The woman was charged $10 for using the swing,
10,Speech,10,"woman.png,momandbaby.png,plane.png",The woman called a stewardess for a glass of milk,The woman called a stewardess for a glass of milk,The woman called a stewardess for a glass of milk,
10,Speech,11,"crying.png,youngman.png,santa.png",The boy was upset with his father for not taking him to visit Santa Claus,The boy was upset with his father for not taking him to visit Santa Claus,The boy was upset with his father for not taking him to visit Santa Claus,
10,Speech,12,"apple.png,doctor.png,house.png",The doctor has an apple garden by his Pink House,The doctor has an apple garden by his Pink House,The doctor has an apple garden by his pink house,
10,Speech,13,"flower.png,bench.png,man.png",The old man sat at the bench and looked at flowers,The old man sat at the bench and looked at flowers,The old man sat at the bench and looked at flowers,
10,Speech,14,"cooking.png,house.png,soccer.png",The woman is making stew for the football team at The Pink House,The woman is making stew for the football team at The Pink House,The woman is making stew for the football team at the pink house,
10,Speech,15,"turtle.png,cooking-pan.png,youngman.png",The man is making turtles for lunch,The man is making turtles for lunch,The man is making turtles for lunch,
10,Speech,16,"boy.png,Friends.png,present.png",Group of friends gave her a baby as a gift,Group of friends gave her a baby as a gift,The group of friends gave her a baby as a gift,
10,Speech,17,"bicycle.png,youngman.png,santa.png",The boy wished that Santa Claus would give him a bicycle for Christmas,The boy wished that Santa Claus would give him a bicycle for Christmas,The boy wished that Santa Claus would give him a bicycle for Christmas,
10,Speech,18,"grandma.png,heart.png,teddybear.png",The dirty players loves the old woman,The dirty players love the old woman,The dirty players love the old woman,
10,Speech,19,"crying.png,pup.png,confused.png",A dog bit the boy and the girl was confused why it would do so,A dog bit the boy and the girl was confused why it would do so,A dog bit the boy and the girl was confused why it would do so,
10,Speech,20,"soccer.png,youngman.png,heart.png",The boy loves football,The boy loves football,The boy loves football,
10,Keyboard,1,"brocoli.png,hotdog.png,woman.png",The woman thinks that hot dogs taste better than broccoli,The woman thinks that hot dogs taste better than broccoli,The woman thinks that hot dogs taste better than broccoli,
10,Keyboard,2,"cooking.png,house.png,soccer.png",The housekeepermade stew for the football team,The housekeeper made stew for the football team,The housekeeper made stew for the football team,
10,Keyboard,3,"flower.png,bench.png,man.png",He sat at the bench and looked at flowers ,He sat at the bench and looked at flowers ,He sat on the bench and looked at flowers ,
10,Keyboard,4,"bicycle.png,youngman.png,santa.png",The boy rode his bike to the North Pole to visit Santa Claus,The boy rode his bike to the North Pole to visit Santa Claus,The boy rode his bike to the North Pole to visit Santa Claus,
10,Keyboard,5,"soccer.png,youngman.png,heart.png",The boy doesn't like soccer,The boy doesn't like soccer,The boy doesn't like soccer,
10,Keyboard,6,"teddybear.png,money.png,Friends.png",The boys bought a teddy bear for her birthday,The boys bought a teddy bear for her birthday,The boys bought a teddy bear for her birthday,
10,Keyboard,7,"baby.png,iPhone4.png,man.png",The man took a photo of the child with his smartphone,The man took a photo of the child with his smartphone,The man took a photo of the child with his smartphone,
10,Keyboard,8,"grandma.png,heart.png,teddybear.png",The old woman likes stuffed toys ,The old woman likes stuffed toys ,The old woman likes stuffed toys ,
10,Keyboard,9,"apple.png,doctor.png,house.png",The doctor planted an apple tree by his house ,The doctor planted an apple tree by his house ,The doctor planted an apple tree by his house ,
10,Keyboard,10,"swings.png,money.png,momandbaby.png",The mother could not afford to take her baby to the park ,The mother could not afford to take her baby to the park ,The mother could not afford to take her baby to the park ,
10,Keyboard,11,"sun.png,house.png,baby.png",The baby was locked in the house and couldn't enjoy the sunny day ,The baby was locked in the house and couldn't enjoy the sunny day ,The baby was locked in the house and couldn't enjoy the sunny day ,
10,Keyboard,12,"swings.png,crying.png,raincloud.png",The bay was crying because the playground was wet after the rain,The bay was crying because the playground was wet after the rain,The bay was crying because the playground was wet after the rain,
10,Keyboard,13,"boy.png,Friends.png,present.png",The kid loved the presents from her cousins,The kid loved the presents from her cousins,The kid loved the presents from her cousins,
10,Keyboard,14,"house.png,Friends.png,mug.png",They are having a tea party at their house,They are having a tea party at their house,They are having a tea party at their house,
10,Keyboard,15,"crying.png,pup.png,confused.png",The boy was crying because he lost his dog and his mother is still trying to find it.,The boy was crying because he lost his dog and his mother is still trying to find it.,The boy was crying because he lost his dog and his mother is still trying to find it.,
10,Keyboard,16,"boy.png,boat.png,cat.png",The boy could not take his cat to the docks,The boy could not take his cat to the docks,The boy could not take his cat to the docks,
10,Keyboard,17,"woman.png,momandbaby.png,plane.png",The stewardess asked the mother to get off the plane ,The stewardess asked the mother to get off the plane ,The stewardess asked the mother to get off the plane ,
