participantNo,inputType,trialNo,inputTime,prepTime,msg,correctMsg,msgLen,wpm,incorrect_fixed,fixes,triad,taskType,setNum,totalTime,entryTime,corrTime,acCount,gMsg,uncorrected_error_rate,corrected_error_rate,bandwidth
8,Speech,11,17399,6339,The flight attendant helped the lady and her baby on to the plane,The flight attendant helped the lady and her baby on to the plane,65,44.14046784,16,16,"woman.png,momandbaby.png,plane.png",Composition,B,24634,18295,3643,0,The flight attendant helped the lady and her baby on to the plane,0,0.197530864,0.670103093
8,Speech,12,2300,5334,The three friends gave a gift to a little boy,The three friends gave a gift to a little boy,45,229.5652174,0,0,"boy.png,Friends.png,present.png",Composition,B,8405,3071,0,0,The three friends gave a gift to a little boy,0,0,1
8,Speech,13,4929,8612,The man looked at the daisies while sitting on a park bench,The man looked at the daisies while sitting on a park bench,59,141.2051126,0,0,"flower.png,bench.png,man.png",Composition,B,14093,5481,0,0,The man looked at the daisies while sitting on a park bench,0,0,1
8,Speech,14,4872,5892,The boy cried because he was not allowed to swing in the rain,The boy cried because he was not allowed to swing in the rain,61,147.7832512,0,0,"swings.png,crying.png,raincloud.png",Composition,B,11934,6042,0,0,The boy cried because he was not allowed to swing in the rain,0,0,1
8,Speech,15,2040,4520,The man asked for a bicycle from Santa Claus,The man asked for a bicycle from Santa Claus,44,252.9411765,0,0,"bicycle.png,youngman.png,santa.png",Composition,B,7594,3074,0,0,The man asked for a bicycle from Santa Claus,0,0,1
8,Speech,16,3445,7015,The boys cat was afraid of going in a boat,The boy's cat was afraid of going in a boat,42,142.8156749,0,0,"boy.png,boat.png,cat.png",Composition,B,13277,6262,0,0,The boy’s cat was afraid of going in a boat,0.023532669,0,0.976467331
8,Speech,17,3304,15318,The man cooked food on a frying pan for his turtle,The man cooked food on a frying pan for his turtle,50,177.9661017,0,0,"turtle.png,cooking-pan.png,youngman.png",Composition,B,19824,4506,0,0,The man cooked food on a frying pan for his turtle,0,0,1
8,Speech,18,1703,3646,The old lady loves her teddy bear,The old lady loves her teddy bear,33,225.4844392,0,0,"grandma.png,heart.png,teddybear.png",Composition,B,6794,3148,0,0,The old lady loves her teddy bear,0,0,1
8,Speech,19,6098,4577,The child cried because a man told him Santa wasn't real,The child cried because a man told him Santa wasn't real,56,108.2322073,1,1,"crying.png,youngman.png,santa.png",Composition,B,11690,7113,2031,0,The child cried because a man told him Santa wasn't real,0,0.01754386,0.965517241
8,Speech,20,8048,7193,A mom paid money for a swing set for her son,A mom paid money for a swing set for her son,44,64.11530815,4,4,"swings.png,money.png,momandbaby.png",Composition,B,16825,9632,3082,0,A mom paid money for a swing set for her son,0,0.083333333,0.846153846
8,Keyboard,1,12357,1027,The boy was upset because it started raining and he could not swing anymore,The boy was upset because it started raining and he could not swing anymore,75,71.86210245,0,0,"swings.png,crying.png,raincloud.png",Composition,A,13938,12911,0,0,The boy was upset because it started raining and he could not swing anymore,0,0,1
8,Keyboard,2,9815,880,The lady ate a hot dog instead of nasty broccoli,The lady ate a hot dog instead of nasty broccoli,48,57.46306673,0,0,"brocoli.png,hotdog.png,woman.png",Composition,A,11395,10515,0,0,The lady ate a hot dog instead of nasty broccoli,0,0,1
8,Keyboard,3,10722,1102,The three friends went to the girl's house for coffee,The three friends went to the girl's house for coffee,53,58.19809737,11,2,"house.png,Friends.png,mug.png",Composition,A,12301,11199,27,2,The three friends went to the girl's house for coffee,0,0.2,0.803030303
8,Keyboard,4,14078,887,The mother was unsure why the dog bit her crying son,The mother was unsure why the dog bit her crying son,52,43.4720841,0,0,"crying.png,pup.png,confused.png",Composition,A,15418,14531,0,0,The mother was unsure why the dog bit her crying son,0,0,1
8,Keyboard,5,14845,931,The girl made soup at her home while her kids played soccer,The girl made soup at her home while her kids played soccer,59,46.88447289,4,4,"cooking.png,house.png,soccer.png",Composition,A,16141,15210,1510,0,The girl made soup at her home while her kids played soccer,0,0.063492063,0.880597015
8,Keyboard,6,12150,970,The boy asked santa Claus for a bicycle for Christmas ,The boy asked Santa Claus for a bicycle for Christmas ,54,52.34567901,0,0,"bicycle.png,youngman.png,santa.png",Composition,A,13505,12535,0,0,The boy asked Santa Claus for a bicycle for Christmas ,0.018867925,0,0.981132075
8,Keyboard,7,8462,1308,The boy made fried turtle for dinnee,The boy made fried turtle for dinner,36,49.63365635,0,0,"turtle.png,cooking-pan.png,youngman.png",Composition,A,10332,9024,0,0,The boy made fried turtle for dinner,0.027777778,0,0.972222222
8,Keyboard,8,7922,1061,The man sat on a bench admiring the flowers,The man sat on a bench admiring the flowers,43,63.6202979,0,0,"flower.png,bench.png,man.png",Composition,A,10537,9476,0,0,The man sat on a bench admiring the flowers,0,0,1
8,Keyboard,9,12096,2346,The baby was happy to leave the house when the sun came out ,The baby was happy to leave the house when the sun came out ,60,58.53174603,5,5,"sun.png,house.png,baby.png",Composition,A,15114,12768,870,1,The baby was happy to leave the house when the sun came out ,0,0.078125,0.855072464
8,Keyboard,10,7295,1378,The baby stole the phone from his dad,The baby stole the phone from his dad,37,59.21864291,0,0,"baby.png,iPhone4.png,man.png",Composition,A,9325,7947,0,0,The baby stole the phone from his dad,0,0,1
8,Keyboard,11,10856,1082,The grandma loves her stuffed bear,The grandma loves her stuffed bear,34,36.47752395,3,3,"grandma.png,heart.png,teddybear.png",Composition,A,12564,11483,2702,0,The grandma loves her stuffed bear,0,0.081081081,0.85
8,Keyboard,12,9469,2029,The boy cried because his dad was Santa claus,The boy cried because his dad was Santa claus,45,55.760904,1,1,"crying.png,youngman.png,santa.png",Composition,A,12102,10073,409,1,The boy cried because his dad was Santa Claus,0.010869565,0.02173913,0.946808511
8,Keyboard,13,10192,1174,The man loves watching the soccer world cup,The man loves watching the soccer world cup,43,49.45054945,0,0,"soccer.png,youngman.png,heart.png",Composition,A,11832,10658,0,0,The man loves watching the soccer world cup,0,0,1
8,Keyboard,14,13443,1294,The three friends were given a gift by a young child,The three friends were given a gift by a young child,52,45.52555233,1,1,"boy.png,Friends.png,present.png",Composition,A,15341,14047,520,0,The three friends were given a gift by a young child,0,0.018867925,0.962962963
8,Keyboard,15,17350,1235,The three friends sold a vintage teddy bear for a lot of money,The three friends sold a vintage teddy bear for a lot of money,62,42.19020173,10,10,"teddybear.png,money.png,Friends.png",Composition,A,19069,17834,2372,0,The three friends sold a vintage teddy bear for a lot of money,0,0.138888889,0.756097561
8,Keyboard,16,15181,998,The doctor went home and ate an apple after work,The doctor went home and ate an apple after work,48,37.15170279,11,11,"apple.png,doctor.png,house.png",Composition,A,16900,15902,2235,0,The doctor went home and ate an apple after work,0,0.186440678,0.685714286
8,Keyboard,17,16017,1130,The boys toy sailboat was knocked over by the cat,The boy's toy sailboat was knocked over by the cat,49,35.9617906,2,2,"boy.png,boat.png,cat.png",Composition,A,17590,16460,1246,0,The boy's toy sailboat was knocked over by the cat,0.019607843,0.039215686,0.905660377
8,Keyboard,18,29045,2002,The girl and her little brother said goodbye to their mom to go on an airplane and visit their dad,The girl and her little brother said goodbye to their mom to go on an airplane and visit their dad,98,40.07574453,11,10,"woman.png,momandbaby.png,plane.png",Composition,A,31986,29985,2948,1,The girl and her little brother said goodbye to their mom to go on an airplane and visit their dad,0,0.101851852,0.823529412
8,Keyboard,19,19212,1173,The girl and her baby sold their old swing set for a lot of money,The girl and her baby sold their old swing set for a lot of money,65,39.97501562,1,1,"swings.png,money.png,momandbaby.png",Composition,A,20826,19653,314,1,The girl and her baby sold their old swing set for a lot of money,0,0.015151515,0.970149254
8,Keyboard,20,22355,1667,The doctor on the airplane gave the little boy a lollie pop,The doctor on the airplane gave the little boy a lolly pop,59,31.1339745,12,12,"doctor.png,plane.png,boy.png",Composition,A,24738,23071,4644,0,The doctor on the airplane gave the little boy a lollipop,0.028778468,0.172670807,0.680969587
9,Keyboard,1,24395,16817,The man asked santa Claus for a cycle,The man asked santa Claus for a cycle,37,17.70854683,29,29,"bicycle.png,youngman.png,santa.png",Composition,B,42106,25289,9228,0,,0.28030303,0.439393939,0.194736842
9,Keyboard,2,32352,6119,I wanted to take photos of my baby to show him when he's older ,I wanted to take photos of my baby to show him when he's older ,63,22.99703264,65,65,"baby.png,iPhone4.png,man.png",Composition,B,39553,33434,8465,1,,0.244094488,0.511811024,0.161458333
9,Keyboard,3,14287,6538,All the kids bought teddy bears with their money. ,All the kids bought teddy bears with their money. ,50,41.15629593,16,16,"teddybear.png,money.png,Friends.png",Composition,B,21411,14874,2521,2,,0.376923077,0.246153846,0.302469136
9,Keyboard,4,5945,2140,The boy loves football ,The boy loves football ,23,44.40706476,7,7,"soccer.png,youngman.png,heart.png",Composition,B,8497,6357,1040,0,,0.379310345,0.24137931,0.305555556
9,Keyboard,5,9112,3317,The girl prefers hotdogs over brocolli ,The girl prefers hotdogs over broccoli ,39,50.04389816,2,2,"brocoli.png,hotdog.png,woman.png",Composition,B,13006,9689,771,0,,0.5,0.05,0.428571429
9,Keyboard,6,11536,2539,The boy cried when he couldn't play on the swings because of the rain ,The boy cried when he couldn't play on the swings because of the rain ,70,71.77531207,1,1,"swings.png,crying.png,raincloud.png",Composition,B,14479,11940,358,1,,0.492857143,0.014285714,0.485915493
9,Keyboard,7,27270,1477,The young man you see today used to cry when Santa Claus didn't bring him presents when he was younger ,The young man you see today used to cry when Santa Claus didn't bring him presents when he was younger ,103,44.88448845,14,14,"crying.png,youngman.png,santa.png",Composition,B,29502,28025,4208,3,,0.439655172,0.120689655,0.392307692
9,Keyboard,8,8851,3298,The baby likes to play outside his home in the sun ,The baby likes to play outside his home in the sun ,51,67.7889504,0,0,"sun.png,house.png,baby.png",Composition,B,17477,14180,0,0,,0.5,0,0.5
9,Keyboard,9,19850,4157,The parents paid good money to have their kids play on the playground ,The parents paid good money to have their kids play on the playground ,70,41.71284635,4,4,"swings.png,money.png,momandbaby.png",Composition,B,24512,20355,5084,0,,0.47260274,0.054794521,0.448051948
9,Keyboard,10,9570,2265,The doctor recommended planting apple trees outside their homeb,The doctor recommended planting apple trees outside their home,63,77.74294671,0,0,"apple.png,doctor.png,house.png",Composition,B,14832,12568,0,0,,0.507936508,0,0.492063492
9,Keyboard,11,13859,5457,The boys mother nor his dog couldn't understand why he was crying ,The boy's mother nor his dog couldn't understand why he was crying ,66,56.28111696,0,0,"crying.png,pup.png,confused.png",Composition,B,19752,14296,0,1,,0.507692308,0,0.492307692
9,Keyboard,12,31514,4260,The kids went home for a cup of milk after playing all day ,The kids went home for a cup of milk after playing all day ,59,22.08542235,49,49,"house.png,Friends.png,mug.png",Composition,B,36427,32167,5776,0,,0.271028037,0.457943925,0.185897436
9,Keyboard,13,3956,1908,My granny loves teddies ,My granny loves teddies ,24,69.76744186,0,0,"grandma.png,heart.png,teddybear.png",Composition,B,6325,4417,0,0,,0.5,0,0.5
9,Keyboard,14,22967,4477,"My daughter loves cooking, football, and playing around the house ","My daughter loves cooking, football, and playing around the house ",66,33.96177124,17,17,"cooking.png,house.png,soccer.png",Composition,B,27926,23449,3930,0,,0.396341463,0.207317073,0.328282828
9,Keyboard,15,8444,2184,The flight attendant was friendly to the family ,The flight attendant was friendly to the family ,48,66.7929891,0,0,"woman.png,momandbaby.png,plane.png",Composition,B,11095,8912,0,0,,0.5,0,0.5
9,Keyboard,16,10703,4189,His older friends got him many presents ,His older friends got him many presents ,40,43.72605811,5,5,"boy.png,Friends.png,present.png",Composition,B,15500,11311,1929,0,,0.443181818,0.113636364,0.397959184
9,Keyboard,17,19138,2704,The doctor has recommended the boy not fly just yet,The doctor has recommended the boy not fly just yet,51,31.35123837,14,5,"doctor.png,plane.png,boy.png",Composition,B,22292,19588,8145,0,,0.455357143,0.25,0.364285714
9,Keyboard,18,14603,5297,The turtle was too slow to escape the man chasing him with a frying pan ,The turtle was too slow to escape the man chasing him with a frying pan ,72,58.34417585,2,2,"turtle.png,cooking-pan.png,youngman.png",Composition,B,20295,14998,1247,0,,0.48630137,0.02739726,0.473333333
